person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,10,матеріальна допомога,декларант,,35582,грн,,,,,,,,,,,,,направлена на благочинність,Доходи декларанта,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,15.1,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",сім'я,,35172,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,16.1,дохід від відчуження рухомого та нерухомого майна,сім'я,,386015,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,17.1,дохід від провадження підприємницької та незалежної професійної діяльності,сім'я,,509300,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,20,інши види доходів,декларант,,67800,грн,,,,,,,,,,,,,декретні виплати при народженні 3 дитини,Доходи декларанта,2,Відомості про доходи
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,25,Квартири,декларант,,75,кв.м,,,,,,,,,,,,,Київ,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,29,Земельні ділянки,сім'я,,1000,кв.м,,,,,,,,,,,,,Київська область,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,31,Квартири,сім'я,,145,кв.м,,,,,,,,,,,,,Київ,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,31,Квартири,сім'я,,40,кв.м,,,,,,,,,,,,,Черкаси,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,32,Садовий (дачний) будинок,сім'я,,210,кв.м,,,,,,,,,,,,,Київська область,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,35,Автомобілі легкові,декларант,,,,,Lexus,350,3500 куб. см,2007,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,40,Автомобілі легкові,сім'я,,,,,Ford,Explorer,3496 куб. см,2013,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,372005,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,46,вкладених у звітному році,декларант,,72000,грн,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,618350,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,215000,грн,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,14720,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,57,Погашення основної суми позики (кредиту),декларант,,109000,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Геращенко Ірина Володимирівна,71,,2013,скан-копія,http://chesno.org/media/declaration/Gerashenko_IV_2013.pdf,58,Погашення суми процентів за позикою (кредитом),декларант,,12380,грн,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
