person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,25,Квартири,декларант,,162.2,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,35,Автомобілі легкові,декларант,,,,,Toyota,Venza,"2762 см3, 480 см",2011,290000,грн,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,5,Загальна сумма сукупного доходу,декларант,,504460,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,79416.38,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,54,Добровільне страхування,декларант,,16000,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,10730,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,186557,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Матвеєва Віра Іванівна",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,25,Квартири,декларант,,66.5,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,25,Квартири,декларант,,225,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,40,Автомобілі легкові,сім'я,,,,,Volkswagen,Tiguan,"2000 см3, 125 кВт, 4427 см",2010,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,6075799,,,,,,,,,,,,,,нерозбірливо,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,47,Номінальна вартість цінних паперів,декларант,,57277,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,47.1,Номінальна вартість цінних паперів закордоном,декларант,,34506,,,,,,,,,,,,,,нерозбірливо,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,48,придбаних у звітному році,декларант,,34506,,,,,,,,,,,,,,нерозбірливо,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Матвієнков Сергій Анатолійович,246,,2011,скан-копія,http://chesno.org/media/declaration/OVO_057_Matvienkov.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,41900,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
